"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"CHEA_gene_set_library_crisp","1958","EGR1","2.266170986226216e-8","7.644707325022931","6645","257","127","21585","SIGLEC5,FAM167A,AXL,MPPED1,ZFAT,RHOB,SDC3,CTSD,MAF,ST3GAL5,STX3,LAPTM5,KCNA2,ID1,GALNS,THEMIS2,TRADD,TMSB10,WFS1,SDF2L1,SLC7A8,CTTNBP2NL,JUNB,MAN1C1,CCDC88B,COTL1,EGR1,TBC1D2B,NUAK2,IER2,GLTP,PABPC1,ITGB2,ACTN1,NFXL1,ARRB2,ZFP36,RNPEP,HID1,NCOA4,IRF8,SLC9A1,FKBP5,MRGBP,PLD3,SLC15A3,RABL6,NINJ1,ETV5,DMPK,TBXAS1,XDH,NFE2L1,GRN,RHBDF2,TMEM134,QRICH1,PPP2CB,ST14,STAG2,BEST1,DUSP6,VWA5A,WIPF1,FMNL1,TNS3,RPS6KA3,XRCC1,HES1,STX2,HP1BP3,KLHL8,FBXO34,MAP2K5,TUBGCP2,INPP5B,GSN,COLGALT1,SARS,ARHGDIA,USP36,LONP2,PXN,PPP1R9B,WRAP53,MAP3K4,RASSF5,PI4KA,ZFP36L1,IQSEC2,SNX27,PRKX,GGPS1,LIMK1,CAPN7,CYFIP1,MAPT,LGALS1,ID2,ABHD12,TCF7L1,DAGLB,SLC44A2,LRCH4,ACTL6A,CASP2,PPM1D,MAP3K11,SEMA4C,ELMSAN1,SIRPA,MEGF8,LATS2,SH3BP5,TLE4,TRAPPC4,ZFP36L2,INTS6,ZDHHC7,GCLC,AMZ2,CTBP1,SOCS2,AP2B1,TRIM27,LMO2,SF1"
"CHEA_gene_set_library_crisp","9314","KLF4","2.3039225261534516e-8","7.637532128994379","4364","260","96","21585","THBD,ACP5,FOS,GCNT1,ZFAT,SDC3,STX3,GALNS,TRADD,TMSB10,SDF2L1,MAFB,CTTNBP2NL,VPS37B,JUNB,SRGAP2,MAN1C1,EGR1,NUAK2,IER2,GLTP,PABPC1,ACTN1,NFXL1,NFKBIA,ZFP36,GNPDA1,FKBP5,ARHGEF2,ADRB2,MFAP3,PLD3,SLC15A3,RABL6,NINJ1,CDC42EP2,RSRC2,GRN,TMEM134,HPS3,ATIC,QRICH1,PPP2CB,TMSB4X,MED9,ST14,TCTA,VIM,DUSP6,HNRNPA1,EIF5B,FMNL1,DHX32,RPS6KA3,HES1,KIF1B,STX2,TEP1,MSN,GIT2,TUBGCP2,SARS,ARHGDIA,LONP2,PXN,PPP1R9B,WRAP53,MAP3K4,RASSF5,ZFP36L1,RPL13A,GTF2H5,PRKX,LIMK1,CYFIP1,MAPT,MAGIX,SLC20A1,ID2,SLC44A2,LRCH4,TXNIP,GLG1,EEF2K,LATS2,TLE4,TRAPPC4,ZFP36L2,ACTB,GCLC,SOCS2,AP2B1,AMDHD2,TRIM27,SF1,BTG2"
"CHEA_gene_set_library_crisp","5970","RELA","4.1109046017431854e-8","7.386062601404335","1180","225","38","21585","HMOX1,FOS,SLC48A1,GCNT1,VCAM1,CEBPD,CXCL2,JUNB,COTL1,EGR1,IER2,CD74,PABPC1,ITGB2,NFKBIA,NCOA4,ARHGEF2,NINJ1,DUSP1,PTAFR,GRN,CHD2,VIM,MARCKS,DUSP6,UMPS,HES1,GSN,RSRP1,WRAP53,ZFP36L1,IER3,CYFIP1,LGALS1,PIK3CA,MAP3K11,SEMA4C,ELMSAN1"
"CHEA_gene_set_library_crisp","5468","PPARG","3.576946864698864e-7","6.446487511217951","4432","261","94","21585","RGS1,THBD,HMOX1,FOS,SIGLEC1,GCNT1,AXL,ZFAT,RHOB,MAF,EPB41L3,KCNA2,ID1,GALNS,CEBPD,ELMO2,VPS37B,JUNB,MAN1C1,EGR1,IER2,GLTP,PABPC1,ITGB2,EPSTI1,ZFP36,CYTIP,NCOA4,FKBP5,MRGBP,ADRB2,SLC15A3,RABL6,DUSP1,TBXAS1,LIPA,XDH,NFE2L1,GRN,TMEM134,SLA,LCP1,PRMT5,VIM,PCK1,SLAMF9,MARCKS,DUSP6,HNRNPA1,UMPS,EIF5B,TNS3,XRCC1,HES1,STX2,HP1BP3,KLHL8,CNDP1,GIT2,PREB,GSN,CLEC10A,SARS,ARHGDIA,PPP1R9B,ICK,PCED1B,PPP1R18,MAP3K4,NCOA1,RASSF5,ZFP36L1,MALT1,PPP4R1,SLC20A1,ID2,PIK3CA,TCF7L1,CASP2,MAP3K11,GLG1,CHERP,EEF2K,TRAPPC4,ZFP36L2,EEPD1,ACTB,CTBP1,BAMBI,AMDHD2,TRIM27,SF1,BTG2,LRRC8C"
"CHEA_gene_set_library_crisp","3170","FOXA2","5.900338048022293e-7","6.229123105614643","2936","259","70","21585","ZFAT,LRRC25,ACER3,STX3,VCAM1,ID1,SLC7A8,CXCL2,JUNB,NUAK2,DOK2,GLTP,ARRB2,PLD1,ZFP36,HID1,NCOA4,SLC12A6,ARHGEF2,NINJ1,PTAFR,ETV5,DMPK,TBXAS1,CDC42EP2,LIPA,NFE2L1,LCP1,CNPY3,PRMT5,PCK1,DUSP6,DHX32,TNS3,RPS6KA3,HES1,KIF1B,TEP1,MAP2K5,TUBGCP2,INPP5B,GSN,EIF4E,CLEC10A,SARS,PXN,PCED1B,MAP3K4,PI4KA,IER3,RPL13A,GTF2H5,SNX27,MAPT,PPP4R1,RNASEH2C,PIK3CA,ABHD12,SLC44A2,TXNIP,ELMSAN1,EEF2K,TLE4,ZFP36L2,INTS6,ZDHHC7,EEPD1,SOCS2,AMDHD2,CD14"
"CHEA_gene_set_library_crisp","6597","SMARCA4","8.013624050714347e-7","6.096171035815229","3184","261","74","21585","HMOX1,GCNT1,ZFAT,SDC3,SYK,CSF1R,EPB41L3,VCAM1,ID1,GALNS,TMSB10,SLC7A8,CTTNBP2NL,ELMO2,VPS37B,JUNB,SRGAP2,NUAK2,PABPC1,ARRB2,PLD1,NFKBIA,ZFP36,RNPEP,NCOA4,ARHGEF2,NINJ1,DUSP1,ETV5,LIPA,AP1B1,HPS3,CHD2,ARRDC4,VIM,DUSP6,WIPF1,HES1,KIF1B,STX2,DCAF5,CNDP1,LAYN,FAM110A,GSN,EIF4E,SARS,PPP1R9B,RFX7,MAP3K4,NCOA1,ZFP36L1,SNX27,CAPN7,MALT1,MAPT,GULP1,ID2,PIK3CA,ABHD12,ACTL6A,TXNIP,PPM1D,PPA2,SEMA4C,ILK,TLE4,DPY19L1,ACTB,SNRNP48,BAMBI,TRIM27,SLC22A17,LRRC8C"
"CHEA_gene_set_library_crisp","10661","KLF1","0.0000011657742864558717","5.933385528166927","2117","261","56","21585","HMOX1,ACP5,GCNT1,CTSD,ACER3,ST3GAL5,CTTNBP2NL,TBC1D2B,GLTP,ARRB2,RNPEP,NCOA4,ADRB2,MFAP3,PLD3,RABL6,TBXAS1,CDC42EP2,AP1B1,CAPZA1,RHBDF2,ATIC,CHD2,LCP1,VIM,UMPS,WIPF1,FBXO34,MSN,RPP30,PREB,EIF4E,COLGALT1,SARS,PPP1R9B,MAP3K4,RPL13A,GGPS1,MALT1,LGALS1,PTPN7,ACTL6A,CHERP,RAVER1,EEF2K,TLE4,TRAPPC4,ZFP36L2,ACTB,CTBP1,AMDHD2,TRIM27,LMO2,SF1,BTG2,LRRC8C"
"CHEA_gene_set_library_crisp","2624","GATA2","0.000002967019160433664","5.527679649084661","4378","248","87","21585","RGS1,GPNMB,FOS,ARL11,PLVAP,SLC48A1,ZFAT,SDC3,LRRC25,MAF,STX3,LAPTM5,ID1,THEMIS2,SDF2L1,SLC7A8,CXCL2,VPS37B,JUNB,MAN1C1,CCDC88B,COTL1,IER2,DOK2,PABPC1,PLD1,ZFP36,NCOA4,IRF8,SLC9A1,FKBP5,ADRB2,SLAMF6,RABL6,NINJ1,DUSP1,PTAFR,TBXAS1,CDC42EP2,LIPA,PPP2CB,TMSB4X,CNPY3,BEST1,PCK1,DUSP6,EIF5B,VWA5A,WIPF1,DHX32,USP4,HES1,KIF1B,IFT122,FAM110A,GSN,PXN,PPP1R9B,ICK,PCED1B,MAP3K4,PI4KA,ZFP36L1,IER3,IQSEC2,SNX27,GGPS1,PPP4R1,LGALS1,SLC20A1,ID2,PIK3CA,TM6SF1,DAGLB,PTPN7,SLC44A2,TXNIP,PPA2,ELMSAN1,CHERP,DEF8,EEF2K,SH3BP5,ZFP36L2,ZDHHC7,ACTB,AMZ2"
"CHEA_gene_set_library_crisp","1385","CREB1","0.0000053955068981021146","5.26796774788426","4347","260","89","21585","FOS,SIGLEC1,GCNT1,MPPED1,ZFAT,RHOB,MAF,SYK,TPP1,ID1,CTTNBP2NL,ELMO2,VPS37B,JUNB,SRGAP2,EGR1,NUAK2,IER2,GLTP,CD74,PABPC1,ACTN1,NFXL1,HID1,GNPDA1,SLC9A1,PLD3,RABL6,DUSP1,ETV5,SLC43A2,LIPA,NFE2L1,GRN,MED9,CHD2,ARRDC4,CNPY3,PRMT5,VIM,DUSP6,HNRNPA1,UMPS,XRCC1,HES1,KIF1B,FBXO34,RPP30,GIT2,PREB,IFT122,LAYN,TUBGCP2,EIF4E,ARHGDIA,USP36,PPP1R9B,PCED1B,RPL13A,GTF2H5,GGPS1,LIMK1,RNASEH2C,LGALS1,SLC20A1,ID2,ABHD12,LRCH4,ACTL6A,CASP2,TXNIP,PPM1D,MAP3K11,SEMA4C,ELMSAN1,CHERP,DEF8,MEGF8,TLE4,ZFP36L2,INTS6,ACTB,GCLC,CTBP1,AP2B1,AMDHD2,SF1,SLC22A17,BTG2"
"CHEA_gene_set_library_crisp","1523","CUX1","0.000005693699898402568","5.244605427231648","2406","260","59","21585","CD163,MPPED1,CSF1R,LAPTM5,THEMIS2,TRADD,ELMO2,CXCL2,JUNB,EGR1,IER2,PABPC1,ITGB2,NFXL1,NFKBIA,ZFP36,RNPEP,CYTIP,FKBP5,ARHGEF2,ADRB2,MFAP3,NINJ1,TBXAS1,XDH,KEAP1,ST14,STAG2,PRMT5,VIM,PCK1,MARCKS,VWA5A,WIPF1,RPS6KA3,STX2,FBXO34,RPP30,GSN,EIF4E,SARS,PXN,RSRP1,ICK,PPP4R1,CASP2,SEMA4C,GLG1,RAVER1,MEGF8,CD200R1,ZDHHC7,GCLC,CTBP1,BAMBI,LMO2,SF1,CD14,BTG2"
"CHEA_gene_set_library_crisp","1869","E2F1","0.000006359865202886756","5.196552089109896","5927","260","111","21585","HMOX1,FOS,SLC48A1,GCNT1,ZFAT,CTSD,ACER3,STX3,EPB41L3,TPP1,ID1,GALNS,CEBPD,SLC7A8,MAFB,JUNB,EGR1,NUAK2,IER2,PLD1,NFKBIA,ZFP36,RNPEP,SLC12A6,GNPDA1,SLC9A1,FKBP5,ARHGEF2,ADRB2,DUSP1,ETV5,SLC43A2,RSRC2,TMEM134,HPS3,ATIC,QRICH1,PPP2CB,TMSB4X,KEAP1,MED9,CHD2,LCP1,ARRDC4,ST14,STAG2,PRMT5,VIM,HNRNPA1,UMPS,EIF5B,DHX32,TNS3,XRCC1,HES1,KIF1B,HP1BP3,DCAF5,TEP1,MSN,RPP30,GIT2,RCN2,FAM110A,WAS,COLGALT1,PUM2,SARS,ARHGDIA,USP36,RFX7,WRAP53,PI4KA,ZFP36L1,IER3,RPL13A,GTF2H5,SNX27,GGPS1,CYFIP1,MAPT,GULP1,RNASEH2C,SLC20A1,ID2,SLC44A2,LRCH4,ACTL6A,CASP2,TXNIP,PPM1D,PPA2,EMC3,GLG1,CHERP,DEF8,RAVER1,CTSA,ZFP36L2,INTS6,ACTB,AMZ2,CTBP1,SNRNP48,BAMBI,SOCS2,AMDHD2,TRIM27,LMO2,SLC22A17,BTG2"
"CHEA_gene_set_library_crisp","7764","ZNF217","0.000007719591823913017","5.1124056625280865","1475","255","42","21585","RGS1,FOS,GCNT1,ZFAT,RHOB,MAF,SYK,ST3GAL5,STX3,ID1,TMSB10,SLC7A8,MAFB,PABPC1,ITGB2,ACTN1,PLD1,SLC9A1,AP1B1,ATIC,CHD2,MARCKS,DUSP6,WIPF1,TNS3,HES1,GSN,PUM2,PXN,GULP1,ID2,TCF7L1,ELMSAN1,GLG1,SH3BP5,TLE4,ZFP36L2,ZDHHC7,EEPD1,BAMBI,SOCS2,TRIM27"
"CHEA_gene_set_library_crisp","9575","CLOCK","0.000007766518002517004","5.109773646737135","405","257","20","21585","THBD,FOS,ID1,TMSB10,EGR1,ACTN1,PLD1,NFKBIA,FKBP5,DUSP1,XDH,PCK1,MARCKS,ZFP36L1,SLC44A2,SH3BP5,TLE4,INTS6,ACTB,SF1"
"CHEA_gene_set_library_crisp","6657","SOX2","0.00000801733776063923","5.095969819721573","8167","260","140","21585","THBD,HMOX1,ACP5,FOS,FAM167A,GCNT1,AXL,MPPED1,ZFAT,RHOB,SDC3,CTSD,MAF,SYK,ACER3,ST3GAL5,STX3,EPB41L3,LAPTM5,ID1,GALNS,TRADD,TMSB10,CEBPD,SLC7A8,MAFB,CTTNBP2NL,VPS37B,JUNB,MAN1C1,CCDC88B,EGR1,NUAK2,IER2,DOK2,GLTP,ACTN1,NFKBIA,ZFP36,SLC12A6,IRF8,SLC9A1,FKBP5,ADRB2,MFAP3,PLD3,SLC15A3,RABL6,NINJ1,DUSP1,ETV5,TBXAS1,CDC42EP2,GRN,HPS3,QRICH1,CHD2,SLA,LCP1,ARRDC4,ST14,STAG2,TCTA,PRMT5,VIM,MARCKS,DUSP6,HNRNPA1,EIF5B,VWA5A,WIPF1,DHX32,TNS3,RPS6KA3,XRCC1,STX2,HP1BP3,DCAF5,KLHL8,FBXO34,MSN,TUBGCP2,GSN,PRTFDC1,SARS,ARHGDIA,LONP2,PXN,ICK,WRAP53,NCOA1,RASSF5,PI4KA,ZFP36L1,RPL13A,IQSEC2,SNX27,PRKX,GGPS1,MALT1,MAPT,GULP1,LGALS1,SLC20A1,ID2,PIK3CA,ABHD12,TCF7L1,TM6SF1,DAGLB,SLFN13,SLC44A2,LRCH4,TXNIP,MAP3K11,PPA2,SEMA4C,GLG1,SIRPA,DEF8,RAVER1,EEF2K,LATS2,MLX,SH3BP5,TLE4,CTSA,TRAPPC4,CD200R1,ZFP36L2,INTS6,GCLC,AMZ2,BAMBI,SOCS2,AP2B1,TRIM27,LMO2,CD14,BTG2"
"CHEA_gene_set_library_crisp","6774","STAT3","0.00001060842610041527","4.974349044619675","6029","261","112","21585","RGS1,GPNMB,FOS,PLVAP,GCNT1,AXL,ZFAT,RHOB,SDC3,LRRC25,MAF,ST3GAL5,EPB41L3,KCNA2,ID1,GALNS,TRADD,TTC28,MAFB,ELMO2,CXCL2,VPS37B,JUNB,MAN1C1,EGR1,IER2,PABPC1,EPSTI1,ACTN1,NFXL1,PLD1,ZFP36,HID1,IRF8,GNPDA1,FKBP5,ARHGEF2,ADRB2,ETV5,TBXAS1,CDC42EP2,XDH,RSRC2,TMEM134,HPS3,ATIC,QRICH1,CHD2,BEST1,PRMT5,VIM,MARCKS,DUSP6,UMPS,EIF5B,VWA5A,WIPF1,DHX32,TNS3,XRCC1,HES1,KIF1B,STX2,HP1BP3,DCAF5,TEP1,KLHL8,FBXO34,MSN,GIT2,MAP2K5,IFT122,INPP5B,FAM110A,GSN,CLEC10A,SARS,LONP2,ICK,WRAP53,MAP3K4,RASSF5,PI4KA,ZFP36L1,IER3,GTF2H5,MALT1,MAPT,PGAP2,ID2,TCF7L1,SLFN13,ACTL6A,TXNIP,PPM1D,SEMA4C,ELMSAN1,GLG1,EEF2K,LATS2,SH3BP5,TLE4,DPY19L1,ACTB,GCLC,AMZ2,SOCS2,AP2B1,LMO2,CD14,BTG2,LRRC8C"
